date,region,product,channel,units_sold,unit_price,discount_pct,customer_age,customer_gender,returned,revenue,cost,profit
2022-10-27,West,Headphones,Direct,17,1095.26,0.02,30,Female,0,18247.03,11019.17,7227.86
2023-10-07,East,Keyboard,Direct,92,1370.65,0.16,41,Male,0,105923.83,58180.3,47743.53
2022-11-22,South,Headphones,Retail,82,1101.19,0.2,63,Male,0,72238.06,45223.49,27014.57
2023-02-14,East,Phone,Direct,97,1246.47,0.05,67,Female,0,114862.21,55974.73,58887.48
2022-04-28,West,Tablet,Online,79,1124.01,0.11,48,Female,0,79029.14,51270.13,27759.01
2023-12-25,East,Keyboard,Online,22,953.42,0.28,40,Male,0,15102.17,8989.51,6112.66
2022-08-13,South,Tablet,Direct,27,651.91,0.13,34,Male,0,15313.37,10662.9,4650.47
2023-06-16,West,Monitor,Wholesale,55,1355.13,0.24,67,Female,0,56644.43,25692.05,30952.38
2022-04-23,North,Phone,Direct,32,983.43,0.28,63,Female,0,22658.23,9411.14,13247.09
2022-05-20,South,Keyboard,Online,60,609.57,0.29,41,Male,0,25967.68,17017.01,8950.67
2023-07-13,Central,Monitor,Online,83,143.53,0.27,60,Other,0,8696.48,4361.59,4334.89
2022-01-01,South,Headphones,Online,28,450.24,0.1,27,Female,0,11346.05,6006.3,5339.75
2022-03-31,West,Webcam,Wholesale,28,824.72,0.29,48,Male,0,16395.43,11111.19,5284.24
2023-10-16,South,Laptop,Wholesale,74,427.94,0.24,62,Male,0,24067.35,12808.86,11258.49
2022-11-16,North,Monitor,Wholesale,84,347.43,0.25,37,Other,0,21888.09,10712.16,11175.93
2023-07-04,North,Tablet,Online,25,800.54,0.0,33,Female,0,20013.5,8362.61,11650.89
2022-05-19,Central,Phone,Retail,85,271.33,0.29,31,Male,0,16374.77,8725.8,7648.97
2023-05-26,East,Phone,Direct,78,1204.61,0.23,20,Other,0,72348.88,43155.05,29193.83
2022-09-16,West,Monitor,Direct,86,736.86,0.23,47,Female,0,48794.87,23458.26,25336.61
2023-11-04,West,Headphones,Online,26,869.32,0.02,35,Other,0,22150.27,13629.81,8520.46
2023-11-21,East,Laptop,Wholesale,75,238.13,0.07,23,Male,0,16609.57,9026.96,7582.61
2022-01-10,North,Tablet,Retail,71,500.37,0.29,37,Other,0,25223.65,16582.84,8640.81
2022-09-18,North,Monitor,Retail,17,626.93,0.15,52,Male,0,9059.14,4063.22,4995.92
2023-10-12,South,Monitor,Wholesale,82,1216.15,0.12,36,Male,0,87757.38,55034.75,32722.63
2022-06-21,Central,Webcam,Direct,7,1159.84,0.25,43,Other,0,6089.16,4139.2,1949.96
2022-01-13,Central,Phone,Direct,56,350.01,0.03,52,Other,0,19012.54,11833.77,7178.77
2022-06-17,Central,Tablet,Retail,64,931.95,0.13,29,Male,0,51890.98,27075.74,24815.24
2023-10-04,South,Laptop,Retail,20,380.32,0.11,25,Other,0,6769.7,3175.91,3593.79
2023-08-19,Central,Phone,Wholesale,38,1482.61,0.1,54,Female,0,50705.26,21778.43,28926.83
2022-11-17,East,Monitor,Direct,75,1429.14,0.09,66,Female,0,97538.81,57812.32,39726.49
2022-11-15,South,Phone,Retail,58,853.63,0.06,27,Other,0,46539.91,20610.49,25929.42
2023-09-05,East,Phone,Direct,16,1054.38,0.05,38,Other,0,16026.58,10441.18,5585.4
2022-11-25,South,Keyboard,Retail,51,1206.12,0.19,66,Female,0,49824.82,34290.5,15534.32
2023-07-04,Central,Phone,Wholesale,27,1087.08,0.28,58,Male,0,21132.84,9314.02,11818.82
2023-02-23,East,Headphones,Direct,51,1055.75,0.15,62,Male,0,45766.76,23469.92,22296.84
2023-08-29,East,Phone,Retail,75,1438.66,0.09,59,Female,0,98188.54,66884.23,31304.31
2022-04-05,East,Headphones,Retail,16,902.76,0.05,46,Male,0,13721.95,7426.48,6295.47
2023-08-04,South,Tablet,Retail,87,961.73,0.25,48,Other,0,62752.88,35180.82,27572.06
2022-11-14,West,Phone,Retail,60,1276.92,0.29,57,Other,0,54396.79,33957.46,20439.33
2022-08-24,Central,Laptop,Wholesale,76,1011.44,0.1,24,Female,0,69182.5,32042.57,37139.93
2022-11-30,East,Headphones,Direct,40,1104.74,0.09,51,Female,0,40212.54,27897.24,12315.3
2023-01-11,West,Headphones,Direct,67,366.57,0.18,51,Female,0,20139.36,12773.69,7365.67
2023-04-04,Central,Monitor,Online,2,569.48,0.23,47,Female,0,877.0,393.26,483.74
2022-05-17,Central,Tablet,Direct,48,238.01,0.14,21,Male,1,9825.05,4257.4,5567.65
2023-08-11,East,Phone,Online,52,768.53,0.19,58,Male,1,32370.48,22027.67,10342.81
2023-07-01,East,Webcam,Retail,24,694.48,0.21,47,Male,0,13167.34,7972.93,5194.41
2023-05-28,South,Laptop,Wholesale,93,1495.8,0.29,42,Other,0,98767.67,40649.83,58117.84
2022-10-23,West,Monitor,Wholesale,98,924.59,0.05,31,Other,0,86079.33,38098.38,47980.95
2022-11-16,West,Tablet,Retail,84,1183.94,0.3,41,Female,1,69615.67,28845.17,40770.5
2023-07-26,East,Headphones,Online,82,514.34,0.12,60,Female,0,37114.77,25691.75,11423.02
2022-12-15,Central,Laptop,Retail,78,1250.69,0.22,48,Male,0,76091.98,41801.53,34290.45
2022-08-17,East,Phone,Wholesale,82,930.33,0.17,56,Male,0,63318.26,34106.03,29212.23
2022-09-27,Central,Webcam,Wholesale,2,1051.55,0.15,45,Male,0,1787.63,1227.63,560.0
2022-10-18,Central,Keyboard,Direct,65,455.76,0.21,42,Female,0,23403.28,12904.35,10498.93
2023-12-26,East,Keyboard,Online,20,831.98,0.12,36,Male,0,14642.85,8131.56,6511.29
2022-06-14,North,Tablet,Direct,34,958.37,0.04,21,Female,0,31281.2,21747.6,9533.6
2022-01-05,West,Webcam,Wholesale,41,891.86,0.15,51,Female,0,31081.32,13471.57,17609.75
2023-01-14,Central,Laptop,Wholesale,41,1374.49,0.16,49,Other,0,47337.44,32933.91,14403.53
2022-03-19,Central,Monitor,Direct,75,1349.44,0.06,42,Other,0,95135.52,42782.76,52352.76
2023-02-14,North,Laptop,Direct,91,1457.06,0.28,39,Female,0,95466.57,51730.8,43735.77
2023-07-28,South,Webcam,Wholesale,23,1007.79,0.07,45,Male,0,21556.63,10806.0,10750.63
2022-05-12,North,Headphones,Direct,38,1458.43,0.12,68,Female,0,48769.9,33486.7,15283.2
2023-08-24,North,Keyboard,Direct,44,1252.07,0.05,35,Female,0,52336.53,28557.48,23779.05
2022-02-11,Central,Tablet,Online,67,420.83,0.16,24,Female,0,23684.31,9637.25,14047.06
2022-03-30,West,Phone,Wholesale,62,652.6,0.09,28,Female,1,36819.69,17176.66,19643.03
2023-02-06,North,Laptop,Retail,12,372.82,0.15,59,Other,1,3802.76,2012.59,1790.17
2022-10-23,South,Keyboard,Online,30,26.21,0.07,28,Other,0,731.26,440.89,290.37
2022-10-22,East,Monitor,Retail,95,298.31,0.02,26,Female,0,27772.66,15790.73,11981.93
2023-09-08,North,Tablet,Direct,87,26.01,0.23,52,Other,0,1742.41,1141.23,601.18
2023-06-10,North,Phone,Direct,65,1085.36,0.19,54,Other,1,57144.2,37059.73,20084.47
2023-11-22,South,Laptop,Retail,41,649.79,0.1,40,Male,0,23977.25,13838.54,10138.71
2023-09-29,West,Monitor,Direct,20,482.61,0.01,50,Other,0,9555.68,5460.06,4095.62
2023-02-26,North,Phone,Direct,6,1147.35,0.26,18,Other,0,5094.23,2462.8,2631.43
2022-01-23,North,Headphones,Online,75,1252.08,0.05,37,Female,0,89210.7,61320.92,27889.78
2023-07-29,West,Keyboard,Retail,99,1463.44,0.28,22,Other,0,104314.0,44130.6,60183.4
2022-05-23,South,Headphones,Online,4,970.18,0.14,46,Other,0,3337.42,1732.49,1604.93
2023-10-27,North,Keyboard,Retail,93,703.06,0.1,43,Other,0,58846.12,35204.74,23641.38
2022-05-25,West,Monitor,Online,10,471.79,0.22,68,Female,0,3679.96,2515.98,1163.98
2022-08-13,North,Headphones,Wholesale,51,349.03,0.26,55,Female,0,13172.39,7250.86,5921.53
2023-05-18,East,Keyboard,Wholesale,93,335.13,0.11,20,Other,0,27738.71,18550.98,9187.73
2023-09-08,Central,Tablet,Retail,38,625.6,0.12,38,Female,0,20920.06,9025.75,11894.31
2022-04-14,East,Monitor,Wholesale,1,1487.84,0.13,30,Female,0,1294.42,724.2,570.22
2022-02-08,North,Keyboard,Online,8,21.26,0.28,48,Male,0,122.46,60.6,61.86
2022-07-17,South,Laptop,Retail,81,311.86,0.21,34,Other,0,19955.92,12746.03,7209.89
2023-10-08,Central,Keyboard,Wholesale,83,298.82,0.07,52,Male,0,23065.92,12305.63,10760.29
2023-08-02,East,Headphones,Wholesale,63,1081.34,0.06,40,Other,0,64036.95,34744.9,29292.05
2023-01-26,West,Tablet,Retail,33,541.68,0.07,20,Other,1,16624.16,6972.75,9651.41
2022-06-28,South,Phone,Wholesale,15,696.75,0.08,62,Male,0,9615.15,5109.52,4505.63
2023-07-08,East,Phone,Wholesale,31,239.96,0.07,19,Male,0,6918.05,2934.97,3983.08
2023-03-24,West,Keyboard,Retail,21,619.4,0.2,20,Other,0,10405.92,5097.53,5308.39
2023-05-15,North,Phone,Wholesale,3,172.74,0.03,37,Male,0,502.67,220.2,282.47
2022-01-15,West,Keyboard,Wholesale,66,808.9,0.12,65,Male,0,46980.91,23506.63,23474.28
2023-09-15,East,Tablet,Wholesale,35,164.95,0.19,61,Female,1,4676.33,2189.53,2486.8
2023-10-31,East,Phone,Wholesale,41,1189.95,0.09,26,Other,0,44397.03,21557.15,22839.88
2022-10-16,North,Headphones,Direct,59,858.57,0.02,65,Female,0,49642.52,22066.88,27575.64
2023-04-23,West,Headphones,Retail,16,1091.47,0.02,21,Other,0,17114.25,9102.77,8011.48
2022-08-19,West,Laptop,Direct,56,639.4,0.04,42,Female,1,34374.14,18880.79,15493.35
2023-02-24,North,Keyboard,Direct,45,584.61,0.25,69,Other,0,19730.59,12844.5,6886.09
2022-06-06,West,Phone,Online,59,165.35,0.2,67,Female,0,7804.52,4383.39,3421.13
2023-07-04,North,Headphones,Direct,50,795.31,0.02,18,Other,0,38970.19,18262.49,20707.7
2023-03-17,South,Webcam,Direct,85,781.46,0.12,56,Female,0,58453.21,36285.92,22167.29
2022-04-07,East,Tablet,Online,12,712.79,0.08,69,Male,0,7869.2,3849.41,4019.79
2023-02-15,South,Tablet,Wholesale,92,1115.97,0.17,29,Other,0,85215.47,53423.19,31792.28
2022-10-16,Central,Webcam,Wholesale,12,1252.11,0.16,57,Male,0,12621.27,6514.46,6106.81
2022-09-11,Central,Webcam,Direct,33,1131.17,0.14,57,Female,0,32102.6,17788.13,14314.47
2022-07-15,Central,Laptop,Online,84,232.92,0.09,41,Other,0,17804.4,9812.48,7991.92
2023-08-21,North,Tablet,Wholesale,49,940.65,0.04,26,Female,0,44248.18,30384.82,13863.36
2023-06-06,West,Tablet,Online,21,138.88,0.22,63,Female,1,2274.85,1014.81,1260.04
2023-06-01,South,Phone,Retail,60,1048.04,0.26,37,Male,0,46532.98,31715.33,14817.65
2023-09-27,South,Keyboard,Retail,52,585.12,0.28,22,Other,0,21906.89,12456.18,9450.71
2022-04-28,South,Monitor,Retail,54,216.1,0.02,37,Female,0,11436.01,7983.55,3452.46
2022-06-08,South,Tablet,Retail,39,1295.84,0.22,38,Male,0,39419.45,22545.62,16873.83
2022-08-16,Central,Tablet,Direct,49,928.73,0.22,19,Male,0,35496.06,21188.05,14308.01
2022-08-04,South,Monitor,Retail,64,544.99,0.28,38,Male,0,25113.14,15692.5,9420.64
2023-11-27,West,Tablet,Retail,86,65.48,0.08,59,Male,0,5180.78,3349.56,1831.22
2022-01-15,Central,Phone,Online,26,815.22,0.22,41,Female,0,16532.66,8981.68,7550.98
2022-06-06,South,Phone,Wholesale,71,1386.37,0.02,26,Female,0,96463.62,58223.33,38240.29
2023-10-10,North,Monitor,Online,7,902.64,0.19,56,Female,0,5117.97,2991.27,2126.7
2022-09-18,East,Headphones,Direct,72,1458.04,0.11,47,Other,0,93431.2,48782.87,44648.33
2022-06-06,East,Tablet,Retail,62,221.95,0.23,35,Other,0,10595.89,6847.48,3748.41
2022-02-16,East,Headphones,Wholesale,90,861.09,0.26,61,Male,0,57348.59,26250.43,31098.16
2022-11-20,Central,Tablet,Wholesale,88,1201.23,0.11,60,Female,0,94080.33,42349.25,51731.08
2023-11-16,South,Keyboard,Retail,24,797.8,0.16,27,Male,0,16083.65,9986.84,6096.81
2022-05-10,Central,Tablet,Retail,40,154.78,0.04,62,Female,0,5943.55,3514.1,2429.45
2023-02-15,West,Phone,Direct,76,882.67,0.13,58,Other,0,58362.14,28906.66,29455.48
2022-04-05,North,Laptop,Direct,47,925.37,0.11,65,Male,0,38708.23,22858.72,15849.51
2023-09-19,North,Webcam,Retail,8,1098.49,0.05,38,Female,0,8348.52,5269.54,3078.98
2022-10-19,East,Laptop,Retail,54,1146.59,0.27,39,Female,0,45198.58,21021.4,24177.18
2022-10-10,East,Laptop,Retail,9,1160.74,0.04,34,Female,0,10028.79,5760.72,4268.07
2022-03-10,East,Laptop,Retail,3,1001.9,0.19,22,Male,0,2434.62,1576.17,858.45
2023-10-22,South,Webcam,Wholesale,54,339.4,0.27,23,Other,0,13379.15,7002.27,6376.88
2022-01-11,West,Headphones,Direct,21,618.27,0.27,27,Female,0,9478.08,5416.92,4061.16
2022-09-11,West,Webcam,Retail,95,1168.67,0.24,60,Male,0,84377.97,35739.19,48638.78
2023-07-04,West,Headphones,Retail,48,1431.07,0.05,19,Female,0,65256.79,42360.83,22895.96
2022-05-14,West,Webcam,Wholesale,47,136.84,0.25,24,Male,0,4823.61,3081.5,1742.11
2023-12-13,East,Webcam,Online,88,812.59,0.08,63,Other,0,65787.29,35319.64,30467.65
2022-01-23,North,Tablet,Retail,68,482.53,0.28,21,Female,0,23624.67,10295.03,13329.64
2022-12-12,East,Headphones,Wholesale,84,353.58,0.21,54,Male,0,23463.57,14034.02,9429.55
2022-10-29,West,Tablet,Wholesale,63,768.6,0.24,36,Female,0,36800.57,21046.03,15754.54
2022-12-29,East,Keyboard,Online,16,917.01,0.03,45,Male,0,14232.0,9618.61,4613.39
2023-01-31,West,Tablet,Direct,74,34.46,0.17,37,Other,0,2116.53,1024.28,1092.25
2022-08-06,Central,Laptop,Direct,90,1174.71,0.25,47,Other,1,79292.92,32486.15,46806.77
2022-05-21,North,Monitor,Direct,93,1233.43,0.26,59,Male,0,84884.65,40440.9,44443.75
2023-09-08,Central,Monitor,Retail,5,1448.96,0.01,55,Other,0,7172.35,3789.67,3382.68
2022-07-29,South,Phone,Direct,11,287.35,0.28,19,Female,0,2275.81,1016.45,1259.36
2023-09-15,East,Phone,Retail,29,899.94,0.01,20,Other,0,25837.28,17929.02,7908.26
2023-09-08,South,Tablet,Retail,79,651.41,0.18,64,Female,0,42198.34,19694.7,22503.64
2023-11-14,East,Webcam,Wholesale,70,515.55,0.21,59,Other,0,28509.92,17201.7,11308.22
2023-04-05,Central,Webcam,Direct,48,857.14,0.03,66,Other,0,39908.44,21400.25,18508.19
2022-12-22,West,Monitor,Direct,15,1177.93,0.01,56,Female,0,17492.26,9910.14,7582.12
2022-11-20,West,Laptop,Direct,84,54.12,0.24,42,Other,0,3455.02,2348.74,1106.28
2022-05-13,East,Headphones,Retail,34,1454.71,0.12,19,Female,0,43524.92,24350.72,19174.2
2022-05-07,West,Laptop,Retail,60,1218.62,0.03,56,Female,0,70923.68,34863.81,36059.87
2022-04-16,Central,Laptop,Direct,62,1131.71,0.23,32,Other,0,54027.84,25190.17,28837.67
2023-08-27,West,Tablet,Retail,2,1145.37,0.25,20,Other,0,1718.05,1146.97,571.08
2023-01-13,Central,Tablet,Retail,80,595.81,0.18,22,Female,0,39085.14,27203.94,11881.2
2022-02-20,South,Keyboard,Online,19,1132.4,0.05,57,Male,0,20439.82,9720.15,10719.67
2022-01-29,Central,Laptop,Online,98,592.42,0.0,53,Other,1,58057.16,35796.89,22260.27
2023-04-07,North,Webcam,Direct,49,1350.09,0.21,67,Other,0,52261.98,28834.28,23427.7
2022-10-23,North,Webcam,Direct,78,282.29,0.17,68,Male,0,18275.45,11140.26,7135.19
2022-10-24,North,Laptop,Online,88,452.67,0.2,57,Male,0,31867.97,21965.46,9902.51
2023-12-27,East,Tablet,Retail,28,835.98,0.24,55,Other,0,17789.65,8589.31,9200.34
2023-02-11,East,Tablet,Retail,48,492.43,0.13,54,Other,0,20563.88,12790.4,7773.48
2023-09-05,East,Keyboard,Wholesale,96,647.87,0.04,44,Other,0,59707.7,31727.72,27979.98
2023-02-09,Central,Keyboard,Direct,37,748.79,0.28,22,Male,0,19947.77,11884.09,8063.68
2022-12-12,East,Phone,Direct,74,1287.4,0.16,34,Other,0,80024.78,41772.58,38252.2
2023-09-14,South,Monitor,Direct,49,794.32,0.18,55,Male,0,31915.78,19548.44,12367.34
2023-02-24,North,Laptop,Wholesale,48,556.44,0.28,62,Male,0,19230.57,9639.33,9591.24
2022-07-01,Central,Webcam,Wholesale,73,386.65,0.28,58,Female,0,20322.32,11106.28,9216.04
2022-01-01,North,Laptop,Retail,88,624.84,0.17,29,Male,0,45638.31,27959.77,17678.54
2023-07-21,East,Keyboard,Online,29,783.29,0.09,59,Female,0,20671.02,8533.25,12137.77
2023-01-06,Central,Keyboard,Online,60,1124.25,0.3,48,Male,0,47218.5,23534.97,23683.53
2023-10-23,West,Phone,Online,29,199.15,0.2,50,Male,0,4620.28,2605.17,2015.11
2023-03-07,South,Monitor,Retail,58,347.98,0.12,60,Female,0,17760.9,7499.37,10261.53
2022-11-05,East,Phone,Online,48,581.89,0.17,46,Female,0,23182.5,14163.28,9019.22
2022-05-17,East,Webcam,Wholesale,23,553.39,0.12,55,Female,1,11200.61,7213.04,3987.57
2022-07-21,South,Monitor,Wholesale,27,599.79,0.27,20,Female,0,11821.86,5307.99,6513.87
2023-03-12,South,Headphones,Direct,95,1194.41,0.14,55,Female,0,97583.3,60505.44,37077.86
2022-11-09,West,Laptop,Online,7,499.75,0.25,58,Female,0,2623.69,1558.1,1065.59
2022-04-27,East,Phone,Wholesale,49,762.81,0.25,57,Female,1,28033.27,14668.79,13364.48
2023-10-28,East,Keyboard,Direct,54,943.38,0.25,47,Male,0,38206.89,17173.86,21033.03
2023-07-29,North,Phone,Online,68,363.62,0.22,64,Male,0,19286.4,13239.41,6046.99
2022-09-01,Central,Headphones,Online,78,1083.67,0.26,39,Female,1,62549.43,33726.86,28822.57
2023-06-21,Central,Phone,Wholesale,42,829.72,0.12,55,Other,0,30666.45,13956.09,16710.36
2023-08-25,North,Laptop,Direct,74,681.24,0.03,49,Female,0,48899.41,30095.11,18804.3
2022-03-16,Central,Headphones,Direct,59,1218.48,0.25,60,Other,0,53917.74,31400.04,22517.7
2023-01-21,South,Keyboard,Wholesale,44,380.37,0.15,27,Male,0,14225.84,9173.67,5052.17
2022-07-29,Central,Keyboard,Wholesale,98,1327.1,0.04,49,Male,0,124853.57,87251.3,37602.27
2023-04-20,Central,Tablet,Wholesale,26,850.35,0.03,60,Other,0,21445.83,8867.0,12578.83
2023-02-22,North,Headphones,Online,23,921.58,0.05,21,Male,0,20136.52,12520.78,7615.74
2022-12-13,West,Tablet,Wholesale,73,1315.09,0.23,46,Female,0,73921.21,51503.81,22417.4
2023-06-13,Central,Tablet,Wholesale,8,1230.02,0.21,62,Other,0,7773.73,4364.71,3409.02
2023-10-02,Central,Laptop,Retail,53,910.31,0.06,25,Other,0,45351.64,27878.13,17473.51
2022-06-28,West,Phone,Wholesale,14,1134.72,0.25,37,Male,0,11914.56,6342.52,5572.04
2022-07-01,North,Keyboard,Wholesale,71,661.31,0.08,64,Other,0,43196.77,21902.15,21294.62
2023-10-26,West,Keyboard,Online,7,830.12,0.24,24,Other,0,4416.24,2689.21,1727.03
2022-01-25,North,Phone,Direct,9,111.86,0.15,18,Other,0,855.73,595.95,259.78
2022-06-29,South,Keyboard,Online,3,152.99,0.22,42,Male,0,358.0,153.04,204.96
2023-12-11,North,Phone,Retail,78,1247.55,0.11,43,Other,0,86604.92,45609.31,40995.61
2023-05-16,South,Headphones,Wholesale,17,108.31,0.1,26,Other,0,1657.14,1130.48,526.66
2022-06-10,South,Laptop,Wholesale,44,270.71,0.25,40,Female,0,8933.43,3875.67,5057.76
2022-06-26,North,Laptop,Wholesale,86,1197.83,0.01,57,Female,0,101983.25,60708.59,41274.66
2022-10-12,East,Webcam,Wholesale,46,21.7,0.29,19,Other,0,708.72,374.95,333.77
2022-03-04,North,Laptop,Wholesale,90,437.96,0.19,43,Male,0,31927.28,16380.86,15546.42
2023-10-24,Central,Phone,Wholesale,58,884.38,0.13,31,Other,0,44625.81,20654.25,23971.56
2023-10-28,Central,Webcam,Retail,28,901.27,0.19,61,Male,0,20440.8,9257.64,11183.16
2022-06-05,East,Phone,Wholesale,14,1170.19,0.04,48,Female,0,15727.35,8726.89,7000.46
2023-04-14,South,Monitor,Wholesale,9,768.77,0.15,43,Female,0,5881.09,3018.36,2862.73
2022-02-18,East,Webcam,Wholesale,26,773.91,0.3,66,Other,0,14085.16,7711.11,6374.05
2022-03-25,Central,Keyboard,Retail,2,1093.46,0.07,36,Male,0,2033.84,933.09,1100.75
2022-12-27,East,Keyboard,Wholesale,75,757.96,0.22,55,Male,0,44340.66,22394.72,21945.94
2023-11-20,North,Monitor,Retail,81,920.57,0.13,22,Male,0,64872.57,45341.08,19531.49
2022-05-28,East,Monitor,Online,34,1348.71,0.2,23,Other,0,36684.91,18724.76,17960.15
2023-09-22,South,Laptop,Wholesale,19,614.15,0.06,52,Male,1,10968.72,5745.56,5223.16
2022-12-08,North,Monitor,Direct,39,589.99,0.14,33,Female,0,19788.26,8033.3,11754.96
2023-04-21,West,Phone,Retail,82,25.25,0.29,48,Male,0,1470.05,755.97,714.08
2022-03-04,Central,Tablet,Online,13,927.87,0.06,35,Male,0,11338.57,7132.16,4206.41
2023-12-02,Central,Phone,Retail,5,64.06,0.19,31,Other,0,259.44,143.91,115.53
2022-12-26,East,Webcam,Retail,50,766.14,0.17,42,Other,1,31794.81,18985.11,12809.7
2023-07-15,North,Monitor,Online,23,1210.27,0.17,32,Other,0,23104.05,13099.2,10004.85
2022-11-23,West,Keyboard,Wholesale,88,833.88,0.18,43,Other,0,60172.78,25973.42,34199.36
2022-05-21,North,Phone,Wholesale,29,419.06,0.15,53,Other,0,10329.83,5161.23,5168.6
2022-08-03,Central,Keyboard,Retail,72,1183.53,0.01,28,Male,0,84362.02,51314.88,33047.14
2023-03-11,North,Phone,Online,26,419.18,0.27,54,Male,0,7956.04,4490.24,3465.8
2023-12-24,West,Keyboard,Wholesale,79,1104.89,0.25,58,Other,0,65464.73,39441.74,26022.99
2022-11-14,East,Headphones,Retail,57,923.18,0.05,54,Other,0,49990.2,25397.73,24592.47
2022-02-01,South,Phone,Direct,1,271.59,0.12,24,Male,1,239.0,109.49,129.51
2023-11-01,North,Webcam,Online,28,1359.6,0.23,35,Other,0,29312.98,19022.49,10290.49
2022-10-12,South,Keyboard,Direct,62,316.95,0.29,67,Female,0,13952.14,7155.92,6796.22
2022-11-01,Central,Tablet,Direct,47,1484.59,0.29,37,Male,0,49540.77,29551.23,19989.54
2023-03-05,East,Webcam,Retail,78,30.82,0.27,19,Female,0,1754.89,902.67,852.22
2023-04-22,East,Laptop,Online,98,409.96,0.05,43,Male,0,38167.28,25884.14,12283.14
2022-10-13,North,Phone,Wholesale,59,315.79,0.27,40,Male,0,13601.08,9487.87,4113.21
2022-05-24,East,Tablet,Wholesale,31,40.71,0.26,49,Male,0,933.89,555.36,378.53
2023-02-28,North,Laptop,Retail,70,1103.9,0.11,30,Male,0,68772.97,39932.71,28840.26
2022-01-19,North,Phone,Wholesale,49,1046.27,0.12,30,Male,0,45115.16,29426.28,15688.88
2022-01-18,South,Tablet,Wholesale,5,1192.68,0.14,34,Male,0,5128.52,2845.66,2282.86
2023-08-13,East,Tablet,Direct,31,399.91,0.2,42,Male,0,9917.77,6554.18,3363.59
2023-01-06,North,Webcam,Direct,37,677.62,0.08,39,Other,0,23066.18,12083.94,10982.24
2022-06-24,South,Headphones,Online,79,995.49,0.01,44,Other,0,77857.27,31887.93,45969.34
2022-07-13,West,Tablet,Direct,15,670.86,0.04,34,Other,0,9660.38,6549.52,3110.86
2023-05-17,South,Headphones,Wholesale,52,1052.04,0.13,43,Female,0,47594.29,29339.91,18254.38
2022-04-23,South,Monitor,Online,69,958.28,0.08,55,Male,0,60831.61,33653.88,27177.73
2022-04-24,North,Webcam,Online,92,189.68,0.23,31,Other,0,13436.93,9183.71,4253.22
2022-08-10,Central,Keyboard,Retail,97,1175.94,0.03,31,Other,0,110644.19,73692.4,36951.79
2023-11-09,Central,Webcam,Direct,11,1086.6,0.28,29,Other,0,8605.87,3722.28,4883.59
2023-10-06,Central,Laptop,Online,43,990.63,0.27,22,Male,0,31095.88,18263.21,12832.67
2022-09-21,South,Keyboard,Wholesale,70,249.54,0.27,54,Male,0,12751.49,7159.08,5592.41
2022-02-24,North,Keyboard,Online,23,416.63,0.22,21,Female,0,7474.34,4730.82,2743.52
2023-10-05,East,Headphones,Online,40,601.9,0.03,46,Female,1,23353.72,11448.7,11905.02
2023-04-03,South,Keyboard,Retail,63,434.3,0.13,42,Male,1,23803.98,9579.55,14224.43
2022-06-11,South,Tablet,Wholesale,2,357.16,0.04,62,Female,0,685.75,312.44,373.31
2023-01-15,North,Headphones,Wholesale,79,1211.93,0.3,21,Other,0,67019.73,31049.05,35970.68
2022-03-28,West,Keyboard,Direct,87,964.58,0.1,67,Female,0,75526.61,36813.55,38713.06
2022-02-24,South,Headphones,Wholesale,86,856.9,0.18,33,Other,0,60428.59,30886.13,29542.46
2023-04-21,West,Monitor,Online,73,354.41,0.23,67,Female,0,19921.39,12191.22,7730.17
2022-06-27,West,Headphones,Wholesale,47,1378.75,0.28,19,Other,1,46656.9,19701.97,26954.93
2023-01-26,Central,Phone,Wholesale,30,302.95,0.23,40,Female,0,6998.14,3820.73,3177.41
2022-12-15,North,Tablet,Online,16,1196.53,0.2,21,Female,0,15315.58,8417.34,6898.24
2022-01-08,West,Laptop,Retail,59,1450.68,0.14,37,Male,1,73607.5,43042.79,30564.71
2022-11-09,North,Phone,Direct,47,1096.1,0.18,34,Male,0,42243.69,20833.08,21410.61
2023-03-19,Central,Phone,Direct,30,1489.43,0.03,69,Other,0,43342.41,20714.93,22627.48
2022-11-24,North,Phone,Retail,9,983.56,0.27,23,Male,0,6461.99,3522.85,2939.14
2022-02-23,South,Keyboard,Online,65,341.84,0.16,35,Other,0,18664.46,11159.15,7505.31
2022-08-27,West,Headphones,Direct,59,321.65,0.01,37,Male,0,18787.58,7766.37,11021.21
2022-08-17,North,Headphones,Retail,64,500.36,0.28,56,Male,0,23056.59,11253.33,11803.26
2023-08-02,East,Webcam,Retail,8,30.55,0.15,62,Other,0,207.74,132.16,75.58
2022-02-20,North,Keyboard,Retail,52,1028.91,0.26,58,Female,0,39592.46,21588.06,18004.4
2023-09-01,West,Tablet,Direct,18,417.63,0.26,51,Other,0,5562.83,3813.59,1749.24
2023-08-27,Central,Keyboard,Direct,91,1226.47,0.24,57,Other,0,84822.67,56005.23,28817.44
2022-09-21,Central,Keyboard,Direct,82,551.58,0.02,63,Other,0,44324.97,22303.59,22021.38
2023-02-22,West,Keyboard,Direct,96,730.34,0.07,41,Male,1,65204.76,40288.8,24915.96
2022-04-06,South,Tablet,Wholesale,58,1449.22,0.26,35,Male,0,62200.52,29998.85,32201.67
2022-03-29,South,Webcam,Retail,49,378.41,0.27,47,Male,0,13535.73,6126.12,7409.61
