date,campaign_type,customer_segment,impressions,clicks,conversions,spend,revenue_generated,region,ctr,conversion_rate,roi
2022-05-27,SEO,Seniors,24847,1419,326,3625.26,11717.69,East,0.0571,0.2297,2.2322
2023-12-17,TV,Professionals,41234,174,24,2028.77,26015.17,East,0.0042,0.1379,11.8231
2023-04-02,TV,Students,49879,4814,218,5038.24,5640.39,South,0.0965,0.0453,0.1195
2023-02-15,SEO,Young Adults,19102,4879,354,8176.5,11645.74,West,0.2554,0.0726,0.4243
2023-10-07,TV,Parents,10212,1081,65,6880.43,28332.44,North,0.1059,0.0601,3.1178
2022-10-09,Email,Parents,20200,1160,215,354.85,25503.83,North,0.0574,0.1853,70.8721
2023-02-18,TV,Young Adults,2484,377,401,170.79,42908.03,East,0.1518,1.0637,250.2327
2023-08-13,Influencer,Parents,10442,2564,100,1226.65,7698.87,East,0.2455,0.039,5.2763
2022-04-07,SEO,Parents,4223,622,421,3434.06,18620.26,West,0.1473,0.6768,4.4222
2022-06-12,Email,Parents,2845,86,306,5415.13,46233.11,West,0.0302,3.5581,7.5378
2023-03-13,Influencer,Young Adults,7100,2764,250,8194.09,39830.75,East,0.3893,0.0904,3.8609
2022-07-15,Influencer,Seniors,1960,3282,429,1513.65,29948.4,West,1.6745,0.1307,18.7856
2023-09-20,SEO,Seniors,40781,4173,276,1609.54,38495.83,South,0.1023,0.0661,22.9173
2022-06-10,SEO,Young Adults,21457,1061,315,8649.94,22529.36,North,0.0494,0.2969,1.6046
2022-09-12,Social Media,Seniors,1708,2993,315,9247.85,45552.22,East,1.7523,0.1052,3.9257
2022-03-11,SEO,Students,4295,2114,90,5557.77,30062.89,South,0.4922,0.0426,4.4092
2023-02-16,Google Ads,Students,31491,1236,395,7870.44,34842.66,South,0.0392,0.3196,3.427
2023-12-15,TV,Young Adults,35776,4672,439,3492.44,32668.91,Central,0.1306,0.094,8.3542
2022-02-05,SEO,Professionals,30294,3164,340,9468.04,33703.67,East,0.1044,0.1075,2.5597
2022-11-01,Google Ads,Parents,27557,1284,251,9058.32,32124.94,Central,0.0466,0.1955,2.5465
2023-12-31,Google Ads,Professionals,2167,2399,65,8511.09,3873.47,South,1.1071,0.0271,-0.5449
2023-04-15,Social Media,Parents,15462,4544,236,228.52,30271.69,East,0.2939,0.0519,131.4684
2022-11-05,Google Ads,Seniors,10188,881,77,5280.65,39213.29,Central,0.0865,0.0874,6.4258
2022-07-16,TV,Seniors,46848,1971,58,363.95,219.71,North,0.0421,0.0294,-0.3963
2023-04-26,Email,Students,46176,2190,100,6806.71,44605.45,East,0.0474,0.0457,5.5532
2022-12-02,Influencer,Professionals,23423,3950,379,1916.09,47621.24,Central,0.1686,0.0959,23.8533
2023-12-05,TV,Young Adults,10612,2486,300,6430.85,6583.88,West,0.2343,0.1207,0.0238
2022-10-18,Social Media,Parents,13174,1577,486,1069.79,26845.6,East,0.1197,0.3082,24.0943
2023-03-06,Email,Seniors,7177,2325,461,7590.5,5707.71,West,0.324,0.1983,-0.248
2023-08-21,Social Media,Parents,20296,2164,398,7291.84,14293.79,East,0.1066,0.1839,0.9602
2023-03-08,TV,Young Adults,10632,4171,460,145.64,31150.33,Central,0.3923,0.1103,212.8858
2023-06-18,Influencer,Parents,4809,1085,245,7941.33,15282.06,Central,0.2256,0.2258,0.9244
2023-10-08,Google Ads,Students,23424,2045,381,1721.49,18404.4,East,0.0873,0.1863,9.691
2023-05-25,SEO,Young Adults,31263,399,52,1181.97,37357.52,South,0.0128,0.1303,30.6061
2023-05-20,SEO,Young Adults,33633,4834,162,5052.45,28834.16,Central,0.1437,0.0335,4.707
2023-11-04,Google Ads,Parents,6411,2744,191,5941.9,25998.63,East,0.428,0.0696,3.3755
2023-07-09,Social Media,Parents,2721,2966,122,1120.75,16343.84,East,1.09,0.0411,13.5829
2023-02-13,Email,Seniors,49924,3872,411,3117.01,35266.72,North,0.0776,0.1061,10.3143
2023-02-06,SEO,Parents,14584,3574,268,4137.17,21313.54,West,0.2451,0.075,4.1517
2022-02-10,Influencer,Young Adults,36889,4087,294,9441.8,44960.93,North,0.1108,0.0719,3.7619
2023-01-19,Social Media,Parents,36910,2578,246,2588.09,30159.62,West,0.0698,0.0954,10.6532
2022-10-18,Influencer,Seniors,31118,371,484,2678.83,27007.97,West,0.0119,1.3046,9.082
2022-07-02,SEO,Professionals,16041,68,184,6628.01,40196.1,North,0.0042,2.7059,5.0646
2022-02-09,Social Media,Students,17485,4590,449,7298.81,24374.97,South,0.2625,0.0978,2.3396
2023-08-22,Email,Young Adults,9303,1134,346,207.14,14108.56,East,0.1219,0.3051,67.1112
2022-08-13,TV,Seniors,826,1790,168,1426.91,7923.83,Central,2.1671,0.0939,4.5531
2022-10-12,Google Ads,Students,3427,349,104,3641.14,28178.56,East,0.1018,0.298,6.7389
2022-05-18,Influencer,Parents,14027,4591,405,6356.91,21357.86,North,0.3273,0.0882,2.3598
2022-12-01,Influencer,Parents,31563,2746,416,1427.78,19989.32,South,0.087,0.1515,13.0003
2022-05-18,Email,Professionals,18992,1049,89,3633.8,17600.48,Central,0.0552,0.0848,3.8435
2023-04-19,Influencer,Parents,35232,130,12,894.01,33646.29,Central,0.0037,0.0923,36.6353
2023-05-03,TV,Students,37727,3823,89,5754.03,26046.02,South,0.1013,0.0233,3.5266
2023-07-30,TV,Seniors,26099,754,154,4321.02,26954.49,Central,0.0289,0.2042,5.238
2023-09-21,Email,Professionals,22185,4491,36,7902.0,15544.62,Central,0.2024,0.008,0.9672
2023-09-02,Social Media,Students,18638,4553,16,5781.5,30759.82,South,0.2443,0.0035,4.3204
2022-05-26,Social Media,Seniors,35349,2961,206,6625.16,20295.1,North,0.0838,0.0696,2.0633
2023-02-13,Influencer,Students,45960,3964,494,6744.47,38520.1,North,0.0862,0.1246,4.7114
2023-05-25,Influencer,Parents,30752,1032,162,5937.13,26570.62,Central,0.0336,0.157,3.4753
2022-03-26,Email,Students,6781,4970,369,259.31,14614.73,North,0.7329,0.0742,55.3601
2023-07-17,TV,Professionals,2575,3371,408,8337.39,7556.94,North,1.3091,0.121,-0.0936
2023-08-30,Email,Students,4528,1785,200,9175.33,35056.81,Central,0.3942,0.112,2.8208
2022-01-09,Social Media,Young Adults,4701,1918,475,5388.98,18681.06,Central,0.408,0.2477,2.4665
2022-03-30,TV,Parents,16655,3042,423,1210.37,3462.46,North,0.1826,0.1391,1.8607
2022-03-30,Influencer,Students,47760,2665,448,6581.55,45762.95,West,0.0558,0.1681,5.9532
2022-08-07,Social Media,Seniors,26898,597,205,3700.93,19454.93,South,0.0222,0.3434,4.2568
2022-12-16,Google Ads,Parents,44638,2040,157,825.47,37347.97,North,0.0457,0.077,44.2445
2023-02-09,Social Media,Seniors,34524,392,415,8556.65,23053.98,North,0.0114,1.0587,1.6943
2022-06-10,TV,Professionals,22854,699,319,7145.96,44568.12,West,0.0306,0.4564,5.2368
2022-02-12,TV,Young Adults,4797,213,299,8067.77,1647.8,East,0.0444,1.4038,-0.7958
2023-04-19,Email,Students,13330,4091,19,7981.65,13118.46,East,0.3069,0.0046,0.6436
2022-09-15,TV,Parents,22741,4131,499,3641.02,27379.64,South,0.1817,0.1208,6.5198
2022-06-08,Google Ads,Students,33308,1886,138,4873.91,16296.81,Central,0.0566,0.0732,2.3437
2022-05-12,Google Ads,Students,46643,1710,56,2413.18,37185.89,North,0.0367,0.0327,14.4095
2023-07-13,TV,Parents,46445,1600,188,7573.48,34483.22,West,0.0344,0.1175,3.5532
2023-08-24,Influencer,Young Adults,25757,877,43,5287.22,1471.11,Central,0.034,0.049,-0.7218
2022-02-14,TV,Young Adults,3359,4379,304,6535.06,30105.55,Central,1.3037,0.0694,3.6068
2022-11-17,Influencer,Professionals,2962,2074,296,3630.56,41827.14,East,0.7002,0.1427,10.5209
2022-07-13,TV,Parents,35305,1497,290,6823.91,15917.98,North,0.0424,0.1937,1.3327
2023-06-02,Social Media,Parents,43879,2355,366,6744.93,7140.08,South,0.0537,0.1554,0.0586
2022-09-20,TV,Seniors,34942,2650,113,7724.57,36967.19,West,0.0758,0.0426,3.7857
2023-03-11,Social Media,Seniors,27927,1060,369,1638.83,45041.29,North,0.038,0.3481,26.4838
2023-12-09,Influencer,Seniors,46815,2053,491,6274.32,32913.83,Central,0.0439,0.2392,4.2458
2023-06-14,TV,Young Adults,16659,4288,129,8806.82,42332.97,Central,0.2574,0.0301,3.8068
2022-10-24,Influencer,Professionals,3018,3597,275,1032.2,49933.52,South,1.1918,0.0765,47.3758
2023-05-16,Google Ads,Professionals,47451,3413,257,9611.39,25069.43,East,0.0719,0.0753,1.6083
2023-09-11,SEO,Students,9191,1617,376,2157.05,46777.38,South,0.1759,0.2325,20.6858
2022-03-10,Email,Professionals,36321,4525,88,9371.81,17349.24,South,0.1246,0.0194,0.8512
2022-01-25,Influencer,Seniors,19354,4909,409,8693.4,37333.29,North,0.2536,0.0833,3.2944
2023-07-22,Social Media,Parents,46767,4544,452,7724.86,45093.01,East,0.0972,0.0995,4.8374
2023-05-28,Email,Students,24911,1030,216,2173.4,26139.59,Central,0.0413,0.2097,11.027
2022-07-02,SEO,Young Adults,16399,532,359,2242.74,31398.07,East,0.0324,0.6748,12.9999
2022-02-23,TV,Professionals,15238,580,340,2667.12,48530.59,North,0.0381,0.5862,17.1959
2022-03-22,Social Media,Parents,15329,4819,481,8123.52,12708.76,North,0.3144,0.0998,0.5644
2022-06-09,Email,Seniors,22726,3349,284,1958.12,17927.7,South,0.1474,0.0848,8.1556
2023-01-21,Email,Young Adults,1757,4218,107,5850.32,38659.38,North,2.4007,0.0254,5.6081
2023-03-25,Influencer,Young Adults,7135,2462,301,7797.54,17180.32,East,0.3451,0.1223,1.2033
2022-09-21,TV,Professionals,3472,3483,483,4660.24,25138.62,South,1.0032,0.1387,4.3943
2023-09-13,TV,Parents,5541,3195,24,8423.39,2712.79,South,0.5766,0.0075,-0.6779
2022-11-05,TV,Seniors,23558,856,232,5664.82,28361.11,South,0.0363,0.271,4.0065
2022-02-13,Influencer,Seniors,30507,3402,44,5991.74,31413.88,East,0.1115,0.0129,4.2429
2022-07-20,Influencer,Seniors,3488,1344,386,6800.15,4313.7,South,0.3853,0.2872,-0.3656
2022-10-11,TV,Seniors,47716,2907,407,8475.19,12346.33,West,0.0609,0.14,0.4568
2022-05-27,Email,Professionals,2024,1921,481,145.88,21772.7,West,0.9491,0.2504,148.2508
2023-03-16,SEO,Professionals,6987,309,78,3986.3,39105.8,East,0.0442,0.2524,8.81
2023-02-08,TV,Parents,13145,4968,318,9633.62,1278.52,Central,0.3779,0.064,-0.8673
2023-12-12,Influencer,Students,45681,1095,143,1076.85,16701.21,Central,0.024,0.1306,14.5093
2022-07-03,TV,Professionals,39107,93,416,2411.14,443.65,South,0.0024,4.4731,-0.816
2023-07-01,Influencer,Seniors,31301,4066,215,5752.22,26159.86,East,0.1299,0.0529,3.5478
2022-07-28,TV,Parents,25327,1386,4,8593.01,25039.03,South,0.0547,0.0029,1.9139
2023-07-29,SEO,Seniors,6172,1702,212,1062.31,37817.51,South,0.2758,0.1246,34.5993
2022-03-23,Email,Professionals,881,3584,382,139.9,395.2,West,4.0681,0.1066,1.8249
2022-09-20,Email,Parents,2304,933,287,6901.52,37983.94,North,0.4049,0.3076,4.5037
2022-02-08,Influencer,Seniors,18871,4995,315,6013.29,44583.11,East,0.2647,0.0631,6.4141
2022-10-13,Influencer,Students,29888,1508,199,2783.5,16007.52,North,0.0505,0.132,4.7509
2022-01-23,Social Media,Young Adults,5718,2036,1,9580.39,16817.78,West,0.3561,0.0005,0.7554
2023-08-19,Google Ads,Young Adults,43959,4608,325,5635.58,253.24,North,0.1048,0.0705,-0.9551
2023-04-19,Social Media,Seniors,3142,3880,14,6667.79,21569.82,West,1.2349,0.0036,2.2349
2022-10-30,Influencer,Young Adults,49675,4799,222,3849.94,30728.1,Central,0.0966,0.0463,6.9814
2022-07-25,SEO,Students,16276,2156,486,9223.72,6310.2,West,0.1325,0.2254,-0.3159
2023-03-08,Influencer,Students,852,1735,279,2833.16,32926.81,East,2.0364,0.1608,10.6219
2022-04-05,TV,Seniors,23100,2820,455,7513.0,18413.98,Central,0.1221,0.1613,1.4509
2023-04-20,Social Media,Students,13482,2304,108,1254.99,33715.29,South,0.1709,0.0469,25.865
2023-07-29,Google Ads,Young Adults,1270,2322,487,5424.09,12704.64,East,1.8283,0.2097,1.3423
2023-01-11,Social Media,Seniors,30225,1602,370,5820.12,38777.39,East,0.053,0.231,5.6626
2022-05-17,Email,Young Adults,32158,434,118,1964.7,27532.87,East,0.0135,0.2719,13.0138
2022-05-31,Email,Students,47036,4900,400,3305.39,26753.11,North,0.1042,0.0816,7.0938
2023-09-21,Social Media,Students,11573,2381,393,1869.1,24510.3,North,0.2057,0.1651,12.1134
2023-12-04,SEO,Parents,26126,2849,487,8465.76,42130.35,South,0.109,0.1709,3.9766
2022-07-21,Social Media,Professionals,32860,4953,119,6606.17,27801.88,North,0.1507,0.024,3.2085
2022-09-07,SEO,Professionals,17505,71,238,4519.7,8148.04,East,0.0041,3.3521,0.8028
2023-08-22,Influencer,Seniors,33286,3568,354,5604.2,31365.14,West,0.1072,0.0992,4.5967
2022-03-15,SEO,Young Adults,11267,1794,254,3506.01,25801.51,South,0.1592,0.1416,6.3592
2022-11-18,TV,Professionals,3841,2926,415,4344.52,3632.85,South,0.7618,0.1418,-0.1638
2023-07-03,Email,Seniors,24610,3454,445,6231.78,29137.83,East,0.1403,0.1288,3.6757
2023-09-29,Google Ads,Students,13957,524,45,2193.64,4153.36,Central,0.0375,0.0859,0.8934
2022-06-15,TV,Professionals,45199,4853,126,1427.55,36296.63,North,0.1074,0.026,24.4258
2022-01-01,SEO,Young Adults,35170,4722,135,9450.14,32808.08,Central,0.1343,0.0286,2.4717
2022-12-04,Social Media,Parents,33158,108,313,2444.86,24764.17,East,0.0033,2.8981,9.1291
2022-10-18,Email,Parents,29788,332,499,5002.72,37489.46,Central,0.0111,1.503,6.4938
2022-03-12,Social Media,Professionals,32392,2649,64,7639.07,14180.98,East,0.0818,0.0242,0.8564
2022-04-18,Email,Parents,18824,4260,258,5605.23,22432.02,North,0.2263,0.0606,3.002
2023-05-05,Google Ads,Seniors,16419,4647,6,6385.26,961.36,North,0.283,0.0013,-0.8494
2023-08-21,TV,Young Adults,34474,3692,364,1717.99,49417.01,South,0.1071,0.0986,27.7644
2022-06-30,Google Ads,Students,24721,4251,317,4009.79,3001.48,Central,0.172,0.0746,-0.2515
2022-01-25,Google Ads,Young Adults,37348,2983,418,6933.34,5401.87,Central,0.0799,0.1401,-0.2209
2022-05-31,TV,Students,32285,1507,17,2176.88,24845.3,Central,0.0467,0.0113,10.4133
2022-09-22,SEO,Parents,17048,4969,282,4887.21,18919.98,Central,0.2915,0.0568,2.8713
2022-07-22,TV,Seniors,7452,2759,332,5933.57,26710.96,West,0.3702,0.1203,3.5017
2023-07-17,SEO,Students,45217,4894,404,7914.39,41783.57,South,0.1082,0.0826,4.2794
2023-04-20,Google Ads,Parents,44625,1941,41,2241.79,8099.31,South,0.0435,0.0211,2.6129
2022-08-08,Social Media,Students,14025,4362,442,9783.11,32048.67,West,0.311,0.1013,2.2759
2023-07-23,TV,Professionals,18095,448,366,9677.52,1098.16,Central,0.0248,0.817,-0.8865
2022-03-23,Google Ads,Young Adults,36427,546,355,221.71,39544.22,West,0.015,0.6502,177.3601
2022-06-13,Google Ads,Seniors,26557,2232,355,3742.98,40818.35,Central,0.084,0.1591,9.9053
2022-09-26,Google Ads,Parents,1995,722,310,771.61,19093.01,West,0.3619,0.4294,23.7444
2022-07-02,Social Media,Seniors,16619,2548,413,3240.74,8832.0,South,0.1533,0.1621,1.7253
2022-06-29,Influencer,Young Adults,30249,4324,304,6109.92,40590.84,West,0.1429,0.0703,5.6434
2023-08-21,Influencer,Students,35687,4162,486,6126.49,45478.61,East,0.1166,0.1168,6.4233
2023-04-17,TV,Students,24854,4848,351,1056.97,3950.27,Central,0.1951,0.0724,2.7374
2022-04-21,Influencer,Seniors,12419,2776,232,6803.47,29074.38,West,0.2235,0.0836,3.2735
2023-11-01,Email,Students,40952,999,461,8478.75,46920.09,Central,0.0244,0.4615,4.5338
2022-02-14,SEO,Students,31122,4077,90,6348.53,32258.05,North,0.131,0.0221,4.0812
2023-07-04,TV,Students,25440,311,150,3168.66,41051.95,Central,0.0122,0.4823,11.9556
2023-06-16,TV,Professionals,21098,1022,72,124.7,11645.13,West,0.0484,0.0705,92.3852
2023-09-01,Google Ads,Parents,33676,3660,360,6519.24,5296.3,Central,0.1087,0.0984,-0.1876
2023-03-07,SEO,Parents,17246,256,455,6809.76,18934.16,East,0.0148,1.7773,1.7804
2022-12-24,Email,Young Adults,3940,2073,389,7116.62,19876.49,East,0.5261,0.1877,1.793
2022-02-28,Influencer,Students,13745,1368,308,488.68,39352.94,West,0.0995,0.2251,79.5291
2022-08-12,TV,Seniors,44825,4316,257,5212.83,20433.47,West,0.0963,0.0595,2.9198
2022-07-08,SEO,Students,45011,1619,45,4192.97,11982.79,Central,0.036,0.0278,1.8578
2022-02-28,Email,Young Adults,28067,3611,374,7696.75,44339.76,South,0.1287,0.1036,4.7608
2022-01-08,Social Media,Students,41159,1055,40,7254.62,39176.19,East,0.0256,0.0379,4.4002
2023-04-29,Social Media,Professionals,24529,4224,192,9511.54,33431.62,East,0.1722,0.0455,2.5148
2023-02-10,Google Ads,Young Adults,31928,1561,11,8985.35,10514.21,North,0.0489,0.007,0.1702
2023-09-06,Email,Parents,2291,3265,382,5624.27,10399.64,North,1.4251,0.117,0.8491
2023-04-17,TV,Parents,24006,1548,436,9806.69,24669.49,South,0.0645,0.2817,1.5156
2022-01-21,Social Media,Professionals,47239,1525,352,1587.11,26639.86,East,0.0323,0.2308,15.7851
2023-01-19,SEO,Parents,2889,4611,135,170.87,12953.55,West,1.5961,0.0293,74.8094
2023-02-16,Social Media,Professionals,41322,3716,179,1167.55,6343.85,East,0.0899,0.0482,4.4335
2022-11-01,SEO,Parents,46030,1788,221,3615.61,18287.55,West,0.0388,0.1236,4.0579
2023-12-29,Influencer,Parents,8082,446,222,7577.07,21568.34,West,0.0552,0.4978,1.8465
2022-11-06,Influencer,Students,33558,812,405,3892.36,2816.58,South,0.0242,0.4988,-0.2764
2022-08-19,Email,Young Adults,14250,4208,39,7827.96,28319.06,East,0.2953,0.0093,2.6177
2022-08-24,Influencer,Parents,17184,4810,496,7453.56,300.13,Central,0.2799,0.1031,-0.9597
2023-10-25,Email,Young Adults,15495,834,44,7964.06,7728.41,East,0.0538,0.0528,-0.0296
2023-08-03,TV,Young Adults,7932,3815,491,1954.0,7518.59,East,0.481,0.1287,2.8478
2022-02-15,TV,Parents,29052,313,313,5208.73,34440.22,North,0.0108,1.0,5.612
2022-08-10,TV,Young Adults,31917,503,297,7155.65,24397.41,South,0.0158,0.5905,2.4095
2022-06-05,Influencer,Professionals,28090,96,295,2913.33,41834.61,Central,0.0034,3.0729,13.3597
2022-04-05,Influencer,Seniors,31636,3307,148,8396.46,13389.46,Central,0.1045,0.0448,0.5947
2023-09-01,Google Ads,Professionals,10996,3329,22,7815.19,10686.6,Central,0.3027,0.0066,0.3674
2022-03-24,Social Media,Parents,2246,3586,157,1286.78,40184.18,West,1.5966,0.0438,30.2285
2022-09-02,SEO,Professionals,9370,3830,302,2257.09,22321.36,South,0.4088,0.0789,8.8894
2023-07-29,TV,Seniors,45439,1059,452,2450.0,13856.69,North,0.0233,0.4268,4.6558
2022-01-10,Influencer,Professionals,38275,3611,3,8796.92,21029.34,West,0.0943,0.0008,1.3905
2022-03-30,Social Media,Young Adults,10944,4236,201,1948.6,21378.62,Central,0.3871,0.0475,9.9713
2023-11-08,TV,Parents,843,4875,389,6258.75,28690.96,West,5.7829,0.0798,3.5841
2022-11-22,TV,Young Adults,16398,2993,312,742.63,2075.78,West,0.1825,0.1042,1.7952
2022-10-13,SEO,Young Adults,49680,3130,323,5569.8,12547.86,Central,0.063,0.1032,1.2528
2022-08-03,Social Media,Parents,12139,4929,345,1498.4,23451.33,Central,0.406,0.07,14.6509
2022-03-13,Social Media,Parents,10844,537,416,5797.41,27206.19,North,0.0495,0.7747,3.6928
2022-07-27,Influencer,Students,47937,43,97,3741.18,8106.03,South,0.0009,2.2558,1.1667
2022-05-19,Social Media,Seniors,24120,2089,466,6096.26,9842.4,East,0.0866,0.2231,0.6145
2023-01-14,Social Media,Young Adults,49758,19,109,4004.99,36434.63,East,0.0004,5.7368,8.0973
2023-10-03,Influencer,Young Adults,29273,1737,228,8557.52,39320.75,East,0.0593,0.1313,3.5949
2023-02-06,TV,Parents,6283,2788,242,7594.08,3942.1,North,0.4437,0.0868,-0.4809
2023-09-04,SEO,Parents,27675,3430,297,8462.55,49505.99,West,0.1239,0.0866,4.85
2023-06-07,Social Media,Professionals,20244,3237,29,2298.32,21769.57,Central,0.1599,0.009,8.4719
2022-12-06,SEO,Young Adults,47740,3108,359,1573.28,29370.4,South,0.0651,0.1155,17.6683
2022-06-25,Google Ads,Young Adults,989,4054,367,5617.61,29763.81,East,4.0991,0.0905,4.2983
2022-12-23,Email,Parents,20644,1186,109,8741.05,17431.88,South,0.0575,0.0919,0.9943
2023-01-13,SEO,Young Adults,45622,4733,450,1195.18,27330.57,South,0.1037,0.0951,21.8673
2022-11-12,Social Media,Seniors,11914,1283,11,2415.49,29253.42,Central,0.1077,0.0086,11.1108
2023-10-24,SEO,Students,41416,2486,443,7485.38,38085.99,North,0.06,0.1782,4.0881
2022-03-16,Social Media,Parents,10065,3587,95,4707.07,33157.26,Central,0.3564,0.0265,6.0441
2022-04-09,Email,Parents,25703,2351,132,6074.29,22444.52,North,0.0915,0.0561,2.695
2022-09-22,Google Ads,Young Adults,3195,4549,93,5958.37,9728.26,West,1.4238,0.0204,0.6327
2022-03-24,SEO,Students,29536,4393,54,4182.31,1452.97,South,0.1487,0.0123,-0.6526
2023-08-05,TV,Students,1177,2363,242,7086.45,32662.32,East,2.0076,0.1024,3.6091
2022-08-16,Google Ads,Parents,16087,3152,377,8537.46,23989.7,South,0.1959,0.1196,1.8099
2023-11-15,Email,Parents,6311,2220,195,9086.79,48283.13,Central,0.3518,0.0878,4.3136
2022-05-11,SEO,Parents,12053,2645,258,559.47,5096.18,North,0.2194,0.0975,8.1089
2022-01-10,Social Media,Seniors,3901,3424,492,5580.7,3816.64,West,0.8777,0.1437,-0.3161
2023-07-22,TV,Young Adults,48466,2037,356,499.68,9227.67,West,0.042,0.1748,17.4672
2023-06-29,Google Ads,Seniors,19326,4736,334,9019.21,18966.33,North,0.2451,0.0705,1.1029
2022-09-01,Google Ads,Parents,1054,4904,304,4349.73,8923.7,North,4.6528,0.062,1.0516
2022-08-14,TV,Students,42262,2009,68,9015.2,23299.54,North,0.0475,0.0338,1.5845
2022-08-16,Google Ads,Young Adults,18046,4714,300,1958.07,17117.45,West,0.2612,0.0636,7.742
2022-09-02,Email,Young Adults,17307,1034,190,1707.48,49974.75,South,0.0597,0.1838,28.2681
2023-03-20,TV,Parents,9968,1631,128,9092.41,48341.82,South,0.1636,0.0785,4.3167
2023-09-07,Email,Parents,41875,4581,350,9389.92,18367.83,West,0.1094,0.0764,0.9561
2023-12-10,TV,Parents,11684,3021,339,7691.22,39646.55,East,0.2586,0.1122,4.1548
2023-04-06,Email,Parents,14318,920,19,2298.05,12234.05,Central,0.0643,0.0207,4.3237
2023-12-22,Social Media,Parents,47949,624,172,1802.66,3075.78,West,0.013,0.2756,0.7062
2023-01-17,Social Media,Parents,18889,4090,415,7505.33,2216.3,East,0.2165,0.1015,-0.7047
2022-07-11,Google Ads,Young Adults,13364,4527,62,6384.27,1653.02,Central,0.3387,0.0137,-0.7411
2023-10-01,TV,Seniors,36131,1014,399,8733.56,36849.57,South,0.0281,0.3935,3.2193
2023-06-06,SEO,Students,2512,3232,413,2840.43,17242.69,North,1.2866,0.1278,5.0705
2023-08-01,TV,Parents,43290,1025,67,3024.04,41226.98,Central,0.0237,0.0654,12.6331
2022-06-07,Email,Students,4809,3496,211,7343.25,43716.93,North,0.727,0.0604,4.9533
2022-09-13,SEO,Young Adults,8147,16,342,2751.9,15414.16,East,0.002,21.375,4.6013
2023-07-01,Google Ads,Students,46496,3775,175,4677.53,14599.35,West,0.0812,0.0464,2.1212
2023-05-21,Google Ads,Young Adults,30608,3547,340,5249.41,15534.82,West,0.1159,0.0959,1.9593
2022-06-16,SEO,Professionals,12632,4209,381,6724.93,23877.35,North,0.3332,0.0905,2.5506
2022-01-22,TV,Seniors,4371,4060,7,3509.4,994.05,Central,0.9288,0.0017,-0.7167
2022-03-08,Social Media,Professionals,13934,2521,452,8597.54,739.97,Central,0.1809,0.1793,-0.9139
2023-12-11,TV,Young Adults,7249,3645,385,4083.06,36826.7,East,0.5028,0.1056,8.0194
2023-09-04,SEO,Professionals,49518,2905,233,509.6,40448.78,West,0.0587,0.0802,78.3736
2023-12-08,TV,Young Adults,34911,3810,199,763.32,10365.54,North,0.1091,0.0522,12.5795
2023-09-04,Influencer,Professionals,10495,3915,22,9718.58,29775.08,South,0.373,0.0056,2.0637
2023-08-10,Email,Young Adults,34221,2423,229,6258.22,10957.19,West,0.0708,0.0945,0.7508
2022-01-17,Email,Seniors,28390,1926,313,4960.19,36763.83,West,0.0678,0.1625,6.4118
2023-10-21,Influencer,Seniors,29959,4287,350,8709.84,21141.76,East,0.1431,0.0816,1.4273
2022-09-12,Google Ads,Seniors,22309,2300,125,7197.16,41173.19,West,0.1031,0.0543,4.7208
2022-07-07,SEO,Young Adults,26258,4325,73,1895.78,47437.27,East,0.1647,0.0169,24.0226
2022-11-24,Email,Students,23921,1901,186,172.19,27861.51,East,0.0795,0.0978,160.8068
2023-01-15,Google Ads,Professionals,17792,4140,283,9823.09,45053.24,South,0.2327,0.0684,3.5865
2022-12-12,Social Media,Professionals,23483,3873,38,6329.24,1882.8,Central,0.1649,0.0098,-0.7025
2022-08-28,Google Ads,Professionals,37697,684,248,4823.03,23242.03,West,0.0181,0.3626,3.819
2023-04-18,Email,Professionals,25538,2919,471,9452.1,25274.08,East,0.1143,0.1614,1.6739
2022-11-03,SEO,Seniors,6466,1910,384,3755.16,20907.47,East,0.2954,0.201,4.5677
2022-06-25,SEO,Students,26125,3952,76,7253.27,15879.15,Central,0.1513,0.0192,1.1892
2022-11-09,Google Ads,Professionals,12129,4513,141,6734.13,36203.51,Central,0.3721,0.0312,4.3761
2023-06-28,Social Media,Students,29977,4109,97,6802.51,27723.57,East,0.1371,0.0236,3.0755
2022-12-01,Influencer,Young Adults,5034,4466,143,6803.61,4304.34,West,0.8872,0.032,-0.3673
2023-01-14,Email,Young Adults,23124,3047,80,203.23,47545.48,West,0.1318,0.0263,232.9491
2023-09-26,SEO,Professionals,21373,599,256,8260.59,44398.36,West,0.028,0.4274,4.3747
2023-06-24,Social Media,Parents,4038,1899,354,9237.24,17802.72,Central,0.4703,0.1864,0.9273
2023-12-02,TV,Seniors,39286,2392,457,4548.56,12460.61,West,0.0609,0.1911,1.7395
2022-11-29,Influencer,Professionals,32366,3372,490,5648.79,31497.91,West,0.1042,0.1453,4.576
2022-05-20,Influencer,Seniors,10250,2342,475,3314.69,2356.72,West,0.2285,0.2028,-0.289
2022-10-12,Email,Professionals,38585,1069,304,7872.21,24900.48,Central,0.0277,0.2844,2.1631
2022-12-09,Social Media,Seniors,24092,3405,15,7392.35,33696.74,North,0.1413,0.0044,3.5583
2022-09-26,SEO,Parents,27244,404,355,7411.16,20452.93,North,0.0148,0.8787,1.7597
2022-07-05,SEO,Parents,23452,576,482,7375.74,48620.12,West,0.0246,0.8368,5.5919
